HealAuraBuff	Heals allies in a * tile radius for * each turn	毎ターン、半径*タイル内の味方たちを*回復する。
HealAuraBuff	Heals all allies for * each turn	毎ターン、すべての味方を*回復する。
BurningHungerBuff	Consumes the lowest hp ally each turn, dealing fire damage to nearby enemies	毎ターン、最も低いHPが味方を消費し、近くの敵たちにファイアダメージを与える。
MulticastBuff	Whenever you cast a sorcery spell, copy it.	ソーサリー呪文を詠唱するたび、それをコピーする。
FlameGateBuff	Whenever you cast a fire spell, temporarily summon a fire elemental near the target.	ファイア呪文を詠唱するたび、対象の近くに一時的にファイア・エレメンタルを召喚する。
FlameGateBuff	This enchantment ends if you move or cast a spell without the [fire] tag.	このエンチャントメントは、[ファイア:fire]タグのない呪文を詠唱したり移動したりすると終了する。
BeautyIdolBuff	Deals * [holy] damage to all enemies in line of sight.  Deals an additional * [lightning] damage to [undead] and [demon] units.  Allies in line of sight are healed for * hp.	視界内のすべての敵に*[ホーリー:holy]ダメージを与える。[アンデッド:undead]と[デーモン:demon]ユニットには追加で*[ライトニング:lightning]ダメージを与える。視界内の味方は*HP回復する。
RestlessDeadBuff	Whenever a living enemy dies, raise it as a skeleton.	生物の敵が死ぬたび、スケルトンとして復活させる。
FlameRiftSummonBuff	* damage until next Flame Rift	次のフレイム・リフトまであと*ダメージ。
LightningHaloBuff	Deals lightning damage in a ring each turn	毎ターン、リング内にライトニングダメージを与える。
BurningHungerBuff	Consumes the lowest hp ally each turn, dealing fire damage to nearby enemies	毎ターン、最もHPが低い味方を消費し、近くの敵たちにファイアダメージを与える。
ArmageddonArmorBuff	* chaos resist. Damages enemies that damage buffed unit * damage per chaos type.	*混沌耐性。バフを受けたユニットにダメージを与えた敵に、各カオス属性で*ダメージを与える。
StarfireGateBuff	Whenever you cast a [fire] or [arcane] spell, temporarily summon a starfire elemental near the target.	[ファイア:fire]や[アーケイン:arcane]呪文を詠唱するたび、対象の近くに一時的にスターファイア・エレメンタルを召喚する。
StarfireGateBuff	This enchantment ends if you move or cast a spell without the [fire] or [arcane] tags.	このエンチャントメントは、[ファイア:fire]や[アーケイン:arcane]タグのない呪文を詠唱したり移動したりすると終了する。
DeathchillConjuringBuff	* ice damage dealt, * dark damage dealt	*アイスダメージ、*ダークダメージ。
LightningSwapBuff	Swaps with owner when targeted with a lightning spell	ライトニング呪文の対象にされると、召喚者と入れ替わる。
DragonSaintThornsBuff	Deal * [holy_damage:holy] to anything that deals damage to the unit.	このユニットにダメージを与えたものに[*ホーリー:holy]ダメージを与える。
IcePhoenixBuff	On death, create an icy blast which freezes for * turns and deals * ice damage to enemies and applies * shields to allies.	死亡時、敵に*ターンの凍結と*アイスダメージを与え、味方に*シールドを付与する氷の爆発を作り出す。
StoneAuraBuff	Petrify nearby enemies each turn	毎ターン、近くの敵たちを石化させる。
WatcherFormBuff	Cannot move or cast spells.	移動や呪文の詠唱ができない。
SlimeBuff	*% chance to gain * hp and * max hp per turn.  Upon reaching double max HP, splits into * slimes.	毎ターン*%の確率で*HPと*最大HPを得る。最大HPが2倍になると、スライム*体に分裂する。
DispersionFieldBuff	Teleport nearby enemies away each turn	毎ターン、近くの敵たちを遠くにテレポートさせる。
FurnaceOfSorceryBuff	Spawn a furnace hound for every * damage you deal with [sorcery].	[ソーサリー:sorcery]で与えた*ダメージごとにファーネス・ハウンド1体を召喚する。
DeathCleaveBuff	Spells will cleave to random valid targets if they kill their main target	呪文がメインの対象を倒すと、ランダムな有効な対象たちにも分裂する。
ImpCallBuff	Summons imps each turn	毎ターン、インプたちを召喚する。
MulticastBuff	Whenever you cast a sorcery spell, copy it.	ソーサリー呪文を詠唱するたび、それをコピーする。
PainBuff	
AdaptiveArmorBuff	On taking damage, gains *% resistance to that damage type for * turn.	ダメージを受けると、そのダメージ属性に対して*%の耐性を*ターンの間得る。
SpawnOnDeath	
Echomancy	
NightmareBuff	* damage dealt	*ダメージ。
RetaliationBuff	
GeneratorBuff	
HolyShieldBuff	
SorceryShieldStack	
LightningEyeBuff	
BloodlustBuff	
LightningFormBuff	Whenever you cast a lightning spell, if the target square is empty, teleport to the target square.	ライトニング呪文を詠唱するたび、対象のタイルが空の場合、対象のタイルに瞬間移動する。
LightningFormBuff	This enchantment ends if you fail to cast a [lightning] spell.	このエンチャントメントは、[ライトニング:lightning]呪文を詠唱できないと終了する。
HypocrisyStack	
TwilightGazeBuff	
OrbBuff	Advances towards the target each turn.	対象に向かって毎ターン進む。
OrbBuff	Destroys walls in the way.	進路上の壁を破壊する。
RespawnAs	
BurningBuff	At end of this units turn, it takes * damage and burning expires.	このユニットのターンの終わりに、これは*ダメージを受けて燃焼が終了する。
RageEyeBuff	
CrystallographerActiveBuff	
GenericOculusDebuff	
MercurizeBuff	
DragonScalesBuff	
CloudGeneratorBuff	
DreamwalkBuff	
MeltBuff	
SplittingBuff	On death, splits into * smaller versions of itself	死亡時、自身の小さなバージョン*体に分裂する。
ImmolateBuff	
GenericFrenzyStack	
Dampen	
ScaleWoven	
ScourgeBuff	Cannot move or cast spells.  [Holy] damage dealt to all nearby units each turn.	移動や呪文の詠唱ができない。毎ターン、近くのすべてのユニットに[ホーリー:holy]ダメージを与える。
IdolOfWeaknessDebuff	
WatcherFormDefenses	
Generator2Buff	
NecrostaticStack	
MushboomBuff	
TouchedBySorcery	
DragonRoarBuff	
IceEyeBuff	
ChanceToBecome	
AdaptiveArmorResistBuff	
RegenBuff	Regenerates * HP per turn	毎ターン*HP回復する。
AmplifyPoisonBuff	
EchoCast	
ElephantFormBuff	
VengeanceBuff	
SearingSealBuff	Gains * charge each time an enemy unit takes fire damage.	敵ユニットがファイアダメージを受けるたび、*チャージを得る。
SearingSealBuff	On expiration, deals * damage to each enemy in LOS for every * charges.	終了時、視界内の各敵に*ダメージを*チャージごとに与える。
SearingSealBuff	Current charges: *	現在のチャージ：*
DeathExplosion	
CommonContent目視	Gains * shield every * turns up to a max of *	*シールドを*ターンごとに得る（最大*）。
プレイ目視	On death, spawns * imps	死亡時、インプ*体を召喚する。
beta	*% chance to gain *% of base hp as current and max hp per turn. Upon reaching double its base HP, splits, releasing * slimes.	*%の確率で基本HPの*%を現在HPと最大HPとして得る。基本HPの2倍に達すると、分裂して*体のスライムを放出する。
beta	Redeals *% of [physical] damage dealt to enemies as [fire] damage.	敵に与えた[物理:physical]ダメージの*%を[ファイア:fire]ダメージとして再度与える。
beta	Creates Storm Clouds when creatures take [lightning] damage.	クリーチャーが[ライトニング:lightning]ダメージを受けるたび、雷雲を作成する。
beta	If any Storm Clouds are in line of sight of an ally's death, one of them will shoot a [* damage:lightning] lightning strike at the closest enemy in sight.	味方がしぬたび、雷雲がその視界内にある場合、そのうちの1つが視界内の最も近い敵に[*ダメージ:lightning]の雷撃を放つ。
beta	Enemies gain * turns of fear when they take arcane damage.	敵がアーケインダメージを受けるたび、それは*ターンの恐怖を得る。
beta	Each turn, changes element. Immune to all damage except for current element	毎ターン、属性を変更する。現在の属性以外のすべてのダメージに対する完全耐性を持つ。
beta目視	Enemies gain * turns of fear when they take arcane damage	敵がアーケインダメージを受けるたび、それは*ターンの恐怖を得る。
patch2	On Kill:	倒したとき:
patch2	"+[*:minion_damage] damage to abilties."	アビリティのダメージを[*:minion_damage]追加する。
patch2	"+[*:minion_health] Max HP, [*:minion_health] Heal"	最大HP+[*:minion_health]、[*:minion_health]回復する。
patch2	If any Storm Clouds are in line of sight of an ally's death, one of them will shoot a [*_damage:lightning] lightning strike at the closest enemy in sight.	味方が死ぬたび、雷雲がその視界内にある場合、そのうちの1つが視界内の最も近い敵に[*ダメージ:lightning]の雷撃を放つ。
patch2	Each turn, changes element. Spell damage type, unit tags, and resistances shift to match.	毎ターン、属性を変更する。呪文のダメージタイプ、ユニットタグ、抵抗がそれに合わせて変化する。
SlimyBuff	*% chance to heal for * HP each turn.	毎ターン、*%の確率で*HP回復する
SlimyBuff	Excess healing from this effect raises max HP.	この効果によって最大HPを超過したとき、最大HPを増加させる。
SlimyBuff	When this creature is damaged, a slime is spawned nearby.	このクリーチャーがダメージを受けると、近くにスライムが生まれる。
SlimyBuff	Spawned slimes will match this unit's tags when possible, and be green slimes in all other cases.	ユニットのタグに一致するスライム（存在しない場合はグリーンスライム）を召喚する。
HivemindBuff	Damage dealt by enemies is redirected and redistributed randomly amongst Fleshbound allies.	敵から受けるダメージは、フレッシュバウンドの味方へランダムに再分配される。
HivemindBuff	Regenerate HP each turn equal to the number of Fleshbound allies.	毎ターン、フレッシュバウンドの味方の数に等しいHPを回復する。
HivemindBuff	Fleshbound Allies: *	フレッシュバンドの味方: *
StunImmune	Cannot be stunned, frozen, feared, silenced, or petrified.	スタン・凍結・恐怖・沈黙・石化になることはできない。
OozingTrailBuff	Each time you move, summon a slime nearby	あなたが歩くたび、近くにスライムを1体召喚する。
EcophagyBuff	Each turn, eat all adjacent walls. Gain * max HP per wall consumed.	毎ターン、隣接するすべての壁を食べる。消費した壁の数だけ最大HPを*得る。
NaturalVigorBuff	Gain [25_physical:physical] resist, [25_lightning:lightning] resist, [25_ice:ice] resist and [25_fire:fire] resist.	[25物理:physical]耐性、[25ライトニング:lightning]耐性、[25アイス:ice]耐性、[25ファイア:fire]耐性を得る。
GravityBladeBuff	Gravity Blade	グラビティ・ブレード
BloodGolemVampirism	Half of all damage dealt is converted to healing, and distributed amongst [living] allies	与えられたすべてのダメージの半分は回復に変換され、[生物]の味方に分配される。
VampiricismBuff	Heals the owner for any damage they deal.	与えたダメージはオーナーを回復する。
HauntedBuff	Spawns a ghost nearby each turn.	毎ターン、近くにゴーストを1体召喚する。
